,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
983,0 days 01:19:56.238000,BOT,77,0 days 00:01:41.230000,10.0,1.0,,,0 days 00:00:29.545000,0 days 00:00:43.298000,0 days 00:00:28.387000,0 days 01:18:44.526000,0 days 01:19:27.824000,0 days 01:19:56.211000,286.0,256.0,240.0,276.0,True,HARD,10.0,True,Alfa Romeo,0 days 01:18:15.008000,2023-09-17 12:19:15.519,1,17.0,False,,False,True
984,0 days 01:21:37.614000,BOT,77,0 days 00:01:41.376000,11.0,1.0,,,0 days 00:00:29.755000,0 days 00:00:43.166000,0 days 00:00:28.455000,0 days 01:20:25.966000,0 days 01:21:09.132000,0 days 01:21:37.587000,287.0,256.0,241.0,278.0,False,HARD,11.0,True,Alfa Romeo,0 days 01:19:56.238000,2023-09-17 12:20:56.749,1,17.0,False,,False,True
985,0 days 01:23:18.677000,BOT,77,0 days 00:01:41.063000,12.0,1.0,,,0 days 00:00:29.576000,0 days 00:00:43.178000,0 days 00:00:28.309000,0 days 01:22:07.163000,0 days 01:22:50.341000,0 days 01:23:18.650000,286.0,257.0,240.0,,True,HARD,12.0,True,Alfa Romeo,0 days 01:21:37.614000,2023-09-17 12:22:38.125,1,17.0,False,,False,True
986,0 days 01:24:59.871000,BOT,77,0 days 00:01:41.194000,13.0,1.0,,,0 days 00:00:29.646000,0 days 00:00:43.251000,0 days 00:00:28.297000,0 days 01:23:48.296000,0 days 01:24:31.547000,0 days 01:24:59.844000,285.0,255.0,241.0,276.0,False,HARD,13.0,True,Alfa Romeo,0 days 01:23:18.677000,2023-09-17 12:24:19.188,1,17.0,False,,False,True
987,0 days 01:26:40.826000,BOT,77,0 days 00:01:40.955000,14.0,1.0,,,0 days 00:00:29.642000,0 days 00:00:42.952000,0 days 00:00:28.361000,0 days 01:25:29.486000,0 days 01:26:12.438000,0 days 01:26:40.799000,287.0,257.0,240.0,278.0,True,HARD,14.0,True,Alfa Romeo,0 days 01:24:59.871000,2023-09-17 12:26:00.382,1,17.0,False,,False,True
988,0 days 01:28:21.619000,BOT,77,0 days 00:01:40.793000,15.0,1.0,,,0 days 00:00:29.546000,0 days 00:00:42.960000,0 days 00:00:28.287000,0 days 01:27:10.345000,0 days 01:27:53.305000,0 days 01:28:21.592000,285.0,256.0,240.0,277.0,True,HARD,15.0,True,Alfa Romeo,0 days 01:26:40.826000,2023-09-17 12:27:41.337,1,17.0,False,,False,True
989,0 days 01:30:02.544000,BOT,77,0 days 00:01:40.925000,16.0,1.0,,,0 days 00:00:29.661000,0 days 00:00:43.053000,0 days 00:00:28.211000,0 days 01:28:51.253000,0 days 01:29:34.306000,0 days 01:30:02.517000,284.0,255.0,241.0,276.0,False,HARD,16.0,True,Alfa Romeo,0 days 01:28:21.619000,2023-09-17 12:29:22.130,1,17.0,False,,False,True
990,0 days 01:31:43.353000,BOT,77,0 days 00:01:40.809000,17.0,1.0,,,0 days 00:00:29.560000,0 days 00:00:43.086000,0 days 00:00:28.163000,0 days 01:30:32.077000,0 days 01:31:15.163000,0 days 01:31:43.326000,285.0,256.0,243.0,,False,HARD,17.0,True,Alfa Romeo,0 days 01:30:02.544000,2023-09-17 12:31:03.055,1,17.0,False,,False,True
991,0 days 01:33:24.257000,BOT,77,0 days 00:01:40.904000,18.0,1.0,,,0 days 00:00:29.402000,0 days 00:00:43.214000,0 days 00:00:28.288000,0 days 01:32:12.728000,0 days 01:32:55.942000,0 days 01:33:24.230000,286.0,257.0,242.0,278.0,False,HARD,18.0,True,Alfa Romeo,0 days 01:31:43.353000,2023-09-17 12:32:43.864,1,17.0,False,,False,True
992,0 days 01:35:06.043000,BOT,77,0 days 00:01:41.786000,19.0,1.0,,,0 days 00:00:29.533000,0 days 00:00:43.964000,0 days 00:00:28.289000,0 days 01:33:53.763000,0 days 01:34:37.727000,0 days 01:35:06.016000,,256.0,242.0,277.0,False,HARD,19.0,True,Alfa Romeo,0 days 01:33:24.257000,2023-09-17 12:34:24.768,2,16.0,False,,False,True
